pair_id,c_type,n_pairs,v_type,V1_class,V1_lemma,NP1,NP2,NP2_anim,V2,ungram_source,alignment,grammatical,ungrammatical,crit_tokens,exclude,exclude_reason
2np_t3_009_B,3,2,B,perception,horen,Teun,de leraar,animate,vertellen,selectional_restriction,false,Teun heeft de leraar het verhaal horen vertellen vorig jaar.,Teun heeft het verhaal de leraar horen vertellen vorig jaar.,"[""horen"", ""vertellen""]",,
2np_t3_009_C,3,2,C,perception,horen,Teun,de leraar,animate,vertellen,selectional_restriction,true,Teun heeft de leraar het verhaal horen vertellen vorig jaar.,Teun heeft het verhaal de leraar vertellen horen vorig jaar.,"[""horen"", ""vertellen""]",,
2np_t3_010_A,3,2,A,perception,horen,Walter,de vogels,animate,fluiten,verb_order,false,Walter heeft de vogels de melodie horen fluiten deze ochtend.,Walter heeft de vogels de melodie fluiten horen deze ochtend.,"[""horen"", ""fluiten""]",,
2np_t3_010_B,3,2,B,perception,horen,Walter,de vogels,animate,fluiten,selectional_restriction,false,Walter heeft de vogels de melodie horen fluiten deze ochtend.,Walter heeft de melodie de vogels horen fluiten deze ochtend.,"[""horen"", ""fluiten""]",,
2np_t3_010_C,3,2,C,perception,horen,Walter,de vogels,animate,fluiten,selectional_restriction,true,Walter heeft de vogels de melodie horen fluiten deze ochtend.,Walter heeft de melodie de vogels fluiten horen deze ochtend.,"[""horen"", ""fluiten""]",,
2np_t3_011_A,3,2,A,perception,horen,de vrienden,Marie,animate,schrijven,verb_order,false,De vrienden hebben Marie de opdracht horen schrijven gisteren.,De vrienden hebben Marie de opdracht schrijven horen gisteren.,"[""horen"", ""schrijven""]",,
2np_t3_011_B,3,2,B,perception,horen,de vrienden,Marie,animate,schrijven,selectional_restriction,false,De vrienden hebben Marie de opdracht horen schrijven gisteren.,De vrienden hebben de opdracht Marie horen schrijven gisteren.,"[""Marie"", ""de opdracht""]",,
2np_t3_011_C,3,2,C,perception,horen,de vrienden,Marie,animate,schrijven,selectional_restriction,true,De vrienden hebben Marie de opdracht horen schrijven gisteren.,De vrienden hebben de opdracht Marie schrijven horen gisteren.,"[""Marie"", ""de opdracht"", ""horen"", ""schrijven""]",,
2np_t3_012_A,3,2,A,perception,horen,de kinderen,de leraren,animate,volgen,verb_order,false,De kinderen hebben de leraren de les horen volgen vorige week.,De kinderen hebben de leraren de les volgen horen vorige week.,"[""horen"", ""volgen""]",,
2np_t3_012_B,3,2,B,perception,horen,de kinderen,de leraren,animate,volgen,selectional_restriction,false,De kinderen hebben de leraren de les horen volgen vorige week.,De kinderen hebben de les de leraren horen volgen vorige week.,"[""de leraren"", ""de les""]",,
2np_t3_012_C,3,2,C,perception,horen,de kinderen,de leraren,animate,volgen,selectional_restriction,true,De kinderen hebben de leraren de les horen volgen vorige week.,De kinderen hebben de les de leraren volgen horen vorige week.,"[""de leraren"", ""de les"", ""horen"", ""volgen""]",,
2np_t3_013_A,3,2,A,perception,zien,de moeder,Jan,animate,lezen,verb_order,false,De moeder heeft Jan het boek zien lezen afgelopen jaar.,De moeder heeft Jan het boek lezen zien afgelopen jaar.,"[""zien"", ""lezen""]",,
2np_t3_013_B,3,2,B,perception,zien,de moeder,Jan,animate,lezen,selectional_restriction,false,De moeder heeft Jan het boek zien lezen afgelopen jaar.,De moeder heeft het boek Jan zien lezen afgelopen jaar.,"[""Jan"", ""het boek""]",,
2np_t3_013_C,3,2,C,perception,zien,de moeder,Jan,animate,lezen,selectional_restriction,true,De moeder heeft Jan het boek zien lezen afgelopen jaar.,De moeder heeft het boek Jan lezen zien afgelopen jaar.,"[""Jan"", ""het boek"", ""zien"", ""lezen""]",,
2np_t3_014_A,3,2,A,causative,laten,de kinderen,de ouders,animate,uitlaten,verb_order,false,De kinderen hebben de ouders de honden laten uitlaten afgelopen weekend.,De kinderen hebben de ouders de honden uitlaten laten afgelopen weekend.,"[""laten"", ""uitlaten""]",,
2np_t3_014_B,3,2,B,causative,laten,de kinderen,de ouders,animate,uitlaten,selectional_restriction,false,De kinderen hebben de ouders de honden laten uitlaten afgelopen weekend.,De kinderen hebben de honden de ouders laten uitlaten afgelopen weekend.,"[""de ouders"", ""de honden""]",,
2np_t3_014_C,3,2,C,causative,laten,de kinderen,de ouders,animate,uitlaten,selectional_restriction,true,De kinderen hebben de ouders de honden laten uitlaten afgelopen weekend.,De kinderen hebben de honden de ouders uitlaten laten afgelopen weekend.,"[""de ouders"", ""de honden"", ""laten"", ""uitlaten""]",,
2np_t3_015_A,3,2,A,perception,zien,Els,de leraren,animate,schrijven,verb_order,false,Els heeft de leraren het stuk zien schrijven vanavond.,Els heeft de leraren het stuk schrijven zien vanavond.,"[""zien"", ""schrijven""]",,
2np_t3_015_B,3,2,B,perception,zien,Els,de leraren,animate,schrijven,selectional_restriction,false,Els heeft de leraren het stuk zien schrijven vanavond.,Els heeft het stuk de leraren zien schrijven vanavond.,"[""de leraren"", ""het stuk""]",,
2np_t3_015_C,3,2,C,perception,zien,Els,de leraren,animate,schrijven,selectional_restriction,true,Els heeft de leraren het stuk zien schrijven vanavond.,Els heeft het stuk de leraren schrijven zien vanavond.,"[""de leraren"", ""het stuk"", ""zien"", ""schrijven""]",,
2np_t3_016_A,3,2,A,perception,horen,de directeur,de studenten,animate,zingen,verb_order,false,De directeur heeft de studenten het liedje horen zingen vorige week.,De directeur heeft de studenten het liedje zingen horen vorige week.,"[""horen"", ""zingen""]",,
2np_t3_016_B,3,2,B,perception,horen,de directeur,de studenten,animate,zingen,selectional_restriction,false,De directeur heeft de studenten het liedje horen zingen vorige week.,De directeur heeft het liedje de studenten horen zingen vorige week.,"[""de studenten"", ""het liedje""]",,
2np_t3_016_C,3,2,C,perception,horen,de directeur,de studenten,animate,zingen,selectional_restriction,true,De directeur heeft de studenten het liedje horen zingen vorige week.,De directeur heeft het liedje de studenten zingen horen vorige week.,"[""de studenten"", ""het liedje"", ""horen"", ""zingen""]",,
2np_t3_017_A,3,2,A,perception,zien,de ouders,Piet,animate,maken,verb_order,false,De ouders hebben Piet de opdracht zien maken afgelopen week.,De ouders hebben Piet de opdracht maken zien afgelopen week.,"[""zien"", ""maken""]",,
2np_t3_017_B,3,2,B,perception,zien,de ouders,Piet,animate,maken,selectional_restriction,false,De ouders hebben Piet de opdracht zien maken afgelopen week.,De ouders hebben de opdracht Piet zien maken afgelopen week.,"[""Piet"", ""de opdracht""]",,
2np_t3_017_C,3,2,C,perception,zien,de ouders,Piet,animate,maken,selectional_restriction,true,De ouders hebben Piet de opdracht zien maken afgelopen week.,De ouders hebben de opdracht Piet maken zien afgelopen week.,"[""Piet"", ""de opdracht"", ""zien"", ""maken""]",,
2np_t3_018_A,3,2,A,perception,zien,de leraar,de studenten,animate,lezen,verb_order,false,De leraar heeft de studenten het boek zien lezen vorig weekend.,De leraar heeft de studenten het boek lezen zien vorig weekend.,"[""zien"", ""lezen""]",,
2np_t3_018_B,3,2,B,perception,zien,de leraar,de studenten,animate,lezen,selectional_restriction,false,De leraar heeft de studenten het boek zien lezen vorig weekend.,De leraar heeft het boek de studenten zien lezen vorig weekend.,"[""de studenten"", ""het boek""]",,
2np_t3_018_C,3,2,C,perception,zien,de leraar,de studenten,animate,lezen,selectional_restriction,true,De leraar heeft de studenten het boek zien lezen vorig weekend.,De leraar heeft het boek de studenten lezen zien vorig weekend.,"[""de studenten"", ""het boek"", ""zien"", ""lezen""]",,
2np_t3_019_A,3,2,A,perception,zien,de danser,de kinderen,animate,zingen,verb_order,false,De danser heeft de kinderen het liedje zien zingen vorig jaar.,De danser heeft de kinderen het liedje zingen zien vorig jaar.,"[""zien"", ""zingen""]",,
2np_t3_019_B,3,2,B,perception,zien,de danser,de kinderen,animate,zingen,selectional_restriction,false,De danser heeft de kinderen het liedje zien zingen vorig jaar.,De danser heeft het liedje de kinderen zien zingen vorig jaar.,"[""de kinderen"", ""het liedje""]",,
2np_t3_019_C,3,2,C,perception,zien,de danser,de kinderen,animate,zingen,selectional_restriction,true,De danser heeft de kinderen het liedje zien zingen vorig jaar.,De danser heeft het liedje de kinderen zingen zien vorig jaar.,"[""de kinderen"", ""het liedje"", ""zien"", ""zingen""]",,
2np_t3_020_A,3,2,A,perception,horen,de leraar,de vrouw,animate,spelen,verb_order,false,De leraar heeft de vrouw de wedstrijd horen spelen vorige week.,De leraar heeft de vrouw de wedstrijd spelen horen vorige week.,"[""horen"", ""spelen""]",,
2np_t3_020_B,3,2,B,perception,horen,de leraar,de vrouw,animate,spelen,selectional_restriction,false,De leraar heeft de vrouw de wedstrijd horen spelen vorige week.,De leraar heeft de wedstrijd de vrouw horen spelen vorige week.,"[""de vrouw"", ""de wedstrijd""]",,
2np_t3_020_C,3,2,C,perception,horen,de leraar,de vrouw,animate,spelen,selectional_restriction,true,De leraar heeft de vrouw de wedstrijd horen spelen vorige week.,De leraar heeft de wedstrijd de vrouw spelen horen vorige week.,"[""de vrouw"", ""de wedstrijd"", ""horen"", ""spelen""]",,
2np_t3_021_A,3,2,A,perception,horen,Marie,de ouders,animate,spelen,verb_order,false,Marie heeft de ouders het stuk horen spelen gisteren.,Marie heeft de ouders het stuk spelen horen gisteren.,"[""horen"", ""spelen""]",,
2np_t3_021_B,3,2,B,perception,horen,Marie,de ouders,animate,spelen,selectional_restriction,false,Marie heeft de ouders het stuk horen spelen gisteren.,Marie heeft het stuk de ouders horen spelen gisteren.,"[""de ouders"", ""het stuk""]",,
2np_t3_021_C,3,2,C,perception,horen,Marie,de ouders,animate,spelen,selectional_restriction,true,Marie heeft de ouders het stuk horen spelen gisteren.,Marie heeft het stuk de ouders spelen horen gisteren.,"[""de ouders"", ""het stuk"", ""horen"", ""spelen""]",,
2np_t3_022_A,3,2,A,causative,laten,de vader,de man,animate,zwemmen,verb_order,false,De vader heeft de man de marathon laten zwemmen afgelopen jaar.,De vader heeft de man de marathon zwemmen laten afgelopen jaar.,"[""laten"", ""zwemmen""]",,
2np_t3_022_B,3,2,B,causative,laten,de vader,de man,animate,zwemmen,selectional_restriction,false,De vader heeft de man de marathon laten zwemmen afgelopen jaar.,De vader heeft de marathon de man laten zwemmen afgelopen jaar.,"[""de man"", ""de marathon""]",,
2np_t3_022_C,3,2,C,causative,laten,de vader,de man,animate,zwemmen,selectional_restriction,true,De vader heeft de man de marathon laten zwemmen afgelopen jaar.,De vader heeft de marathon de man zwemmen laten afgelopen jaar.,"[""de man"", ""de marathon"", ""laten"", ""zwemmen""]",,
2np_t3_023_A,3,2,A,perception,zien,de kinderen,de studenten,animate,uitlaten,verb_order,false,De kinderen hebben de studenten de honden zien uitlaten vorig jaar.,De kinderen hebben de studenten de honden uitlaten zien vorig jaar.,"[""zien"", ""uitlaten""]",,
2np_t3_023_B,3,2,B,perception,zien,de kinderen,de studenten,animate,uitlaten,selectional_restriction,false,De kinderen hebben de studenten de honden zien uitlaten vorig jaar.,De kinderen hebben de honden de studenten zien uitlaten vorig jaar.,"[""de studenten"", ""de honden""]",,
2np_t3_023_C,3,2,C,perception,zien,de kinderen,de studenten,animate,uitlaten,selectional_restriction,true,De kinderen hebben de studenten de honden zien uitlaten vorig jaar.,De kinderen hebben de honden de studenten uitlaten zien vorig jaar.,"[""de studenten"", ""de honden"", ""zien"", ""uitlaten""]",,
2np_t3_024_A,3,2,A,causative,laten,Jan,Piet,animate,spelen,verb_order,false,Jan heeft Piet de wedstrijd laten spelen afgelopen week.,Jan heeft Piet de wedstrijd spelen laten afgelopen week.,"[""laten"", ""spelen""]",,
2np_t3_024_B,3,2,B,causative,laten,Jan,Piet,animate,spelen,selectional_restriction,false,Jan heeft Piet de wedstrijd laten spelen afgelopen week.,Jan heeft de wedstrijd Piet laten spelen afgelopen week.,"[""Piet"", ""de wedstrijd""]",,
2np_t3_024_C,3,2,C,causative,laten,Jan,Piet,animate,spelen,selectional_restriction,true,Jan heeft Piet de wedstrijd laten spelen afgelopen week.,Jan heeft de wedstrijd Piet spelen laten afgelopen week.,"[""Piet"", ""de wedstrijd"", ""laten"", ""spelen""]",,
2np_t3_025_A,3,2,A,perception,horen,Els,de studenten,animate,maken,verb_order,false,Els heeft de studenten de opdracht horen maken vorige week.,Els heeft de studenten de opdracht maken horen vorige week.,"[""horen"", ""maken""]",,
2np_t3_025_B,3,2,B,perception,horen,Els,de studenten,animate,maken,selectional_restriction,false,Els heeft de studenten de opdracht horen maken vorige week.,Els heeft de opdracht de studenten horen maken vorige week.,"[""de studenten"", ""de opdracht""]",,
2np_t3_025_C,3,2,C,perception,horen,Els,de studenten,animate,maken,selectional_restriction,true,Els heeft de studenten de opdracht horen maken vorige week.,Els heeft de opdracht de studenten maken horen vorige week.,"[""de studenten"", ""de opdracht"", ""horen"", ""maken""]",,
2np_t3_026_A,3,2,A,perception,horen,de leraar,de vrouw,animate,lopen,verb_order,false,De leraar heeft de vrouw de marathon horen lopen vanmiddag.,De leraar heeft de vrouw de marathon lopen horen vanmiddag.,"[""horen"", ""lopen""]",,
2np_t3_026_B,3,2,B,perception,horen,de leraar,de vrouw,animate,lopen,selectional_restriction,false,De leraar heeft de vrouw de marathon horen lopen vanmiddag.,De leraar heeft de marathon de vrouw horen lopen vanmiddag.,"[""de vrouw"", ""de marathon""]",,
2np_t3_026_C,3,2,C,perception,horen,de leraar,de vrouw,animate,lopen,selectional_restriction,true,De leraar heeft de vrouw de marathon horen lopen vanmiddag.,De leraar heeft de marathon de vrouw lopen horen vanmiddag.,"[""de vrouw"", ""de marathon"", ""horen"", ""lopen""]",,
2np_t3_027_A,3,2,A,perception,zien,de vrienden,de studenten,animate,zingen,verb_order,false,De vrienden hebben de studenten het liedje zien zingen afgelopen week.,De vrienden hebben de studenten het liedje zingen zien afgelopen week.,"[""zien"", ""zingen""]",,
2np_t3_027_B,3,2,B,perception,zien,de vrienden,de studenten,animate,zingen,selectional_restriction,false,De vrienden hebben de studenten het liedje zien zingen afgelopen week.,De vrienden hebben het liedje de studenten zien zingen afgelopen week.,"[""de studenten"", ""het liedje""]",,
2np_t3_027_C,3,2,C,perception,zien,de vrienden,de studenten,animate,zingen,selectional_restriction,true,De vrienden hebben de studenten het liedje zien zingen afgelopen week.,De vrienden hebben het liedje de studenten zingen zien afgelopen week.,"[""de studenten"", ""het liedje"", ""zien"", ""zingen""]",,
2np_t3_028_A,3,2,A,perception,horen,de vrienden,Marie,animate,zingen,verb_order,false,De vrienden hebben Marie het liedje horen zingen vanavond.,De vrienden hebben Marie het liedje zingen horen vanavond.,"[""horen"", ""zingen""]",,
2np_t3_028_B,3,2,B,perception,horen,de vrienden,Marie,animate,zingen,selectional_restriction,false,De vrienden hebben Marie het liedje horen zingen vanavond.,De vrienden hebben het liedje Marie horen zingen vanavond.,"[""Marie"", ""het liedje""]",,
2np_t3_028_C,3,2,C,perception,horen,de vrienden,Marie,animate,zingen,selectional_restriction,true,De vrienden hebben Marie het liedje horen zingen vanavond.,De vrienden hebben het liedje Marie zingen horen vanavond.,"[""Marie"", ""het liedje"", ""horen"", ""zingen""]",,
2np_t3_029_A,3,2,A,perception,horen,de kinderen,Piet,animate,lopen,verb_order,false,De kinderen hebben Piet de sprint horen lopen afgelopen week.,De kinderen hebben Piet de sprint lopen horen afgelopen week.,"[""horen"", ""lopen""]",,
2np_t3_029_B,3,2,B,perception,horen,de kinderen,Piet,animate,lopen,selectional_restriction,false,De kinderen hebben Piet de sprint horen lopen afgelopen week.,De kinderen hebben de sprint Piet horen lopen afgelopen week.,"[""Piet"", ""de sprint""]",,
2np_t3_029_C,3,2,C,perception,horen,de kinderen,Piet,animate,lopen,selectional_restriction,true,De kinderen hebben Piet de sprint horen lopen afgelopen week.,De kinderen hebben de sprint Piet lopen horen afgelopen week.,"[""Piet"", ""de sprint"", ""horen"", ""lopen""]",,
2np_t3_030_A,3,2,A,perception,horen,de moeder,de studenten,animate,schrijven,verb_order,false,De moeder heeft de studenten het stuk horen schrijven afgelopen jaar.,De moeder heeft de studenten het stuk schrijven horen afgelopen jaar.,"[""horen"", ""schrijven""]",,
2np_t3_030_B,3,2,B,perception,horen,de moeder,de studenten,animate,schrijven,selectional_restriction,false,De moeder heeft de studenten het stuk horen schrijven afgelopen jaar.,De moeder heeft het stuk de studenten horen schrijven afgelopen jaar.,"[""de studenten"", ""het stuk""]",,
2np_t3_030_C,3,2,C,perception,horen,de moeder,de studenten,animate,schrijven,selectional_restriction,true,De moeder heeft de studenten het stuk horen schrijven afgelopen jaar.,De moeder heeft het stuk de studenten schrijven horen afgelopen jaar.,"[""de studenten"", ""het stuk"", ""horen"", ""schrijven""]",,
2np_t3_031_A,3,2,A,causative,laten,Jan,Piet,animate,schrijven,verb_order,false,Jan heeft Piet de opdracht laten schrijven vorige week.,Jan heeft Piet de opdracht schrijven laten vorige week.,"[""laten"", ""schrijven""]",,
2np_t3_031_B,3,2,B,causative,laten,Jan,Piet,animate,schrijven,selectional_restriction,false,Jan heeft Piet de opdracht laten schrijven vorige week.,Jan heeft de opdracht Piet laten schrijven vorige week.,"[""Piet"", ""de opdracht""]",,
2np_t3_031_C,3,2,C,causative,laten,Jan,Piet,animate,schrijven,selectional_restriction,true,Jan heeft Piet de opdracht laten schrijven vorige week.,Jan heeft de opdracht Piet schrijven laten vorige week.,"[""Piet"", ""de opdracht"", ""laten"", ""schrijven""]",,
2np_t3_032_A,3,2,A,perception,zien,Piet,de leraren,animate,spelen,verb_order,false,Piet heeft de leraren het liedje zien spelen afgelopen weekend.,Piet heeft de leraren het liedje spelen zien afgelopen weekend.,"[""zien"", ""spelen""]",,
2np_t3_032_B,3,2,B,perception,zien,Piet,de leraren,animate,spelen,selectional_restriction,false,Piet heeft de leraren het liedje zien spelen afgelopen weekend.,Piet heeft het liedje de leraren zien spelen afgelopen weekend.,"[""de leraren"", ""het liedje""]",,
2np_t3_032_C,3,2,C,perception,zien,Piet,de leraren,animate,spelen,selectional_restriction,true,Piet heeft de leraren het liedje zien spelen afgelopen weekend.,Piet heeft het liedje de leraren spelen zien afgelopen weekend.,"[""de leraren"", ""het liedje"", ""zien"", ""spelen""]",,
2np_t3_033_A,3,2,A,perception,horen,de moeder,de man,animate,lopen,verb_order,false,De moeder heeft de man de marathon horen lopen gisteren.,De moeder heeft de man de marathon lopen horen gisteren.,"[""horen"", ""lopen""]",,
2np_t3_033_B,3,2,B,perception,horen,de moeder,de man,animate,lopen,selectional_restriction,false,De moeder heeft de man de marathon horen lopen gisteren.,De moeder heeft de marathon de man horen lopen gisteren.,"[""de man"", ""de marathon""]",,
2np_t3_033_C,3,2,C,perception,horen,de moeder,de man,animate,lopen,selectional_restriction,true,De moeder heeft de man de marathon horen lopen gisteren.,De moeder heeft de marathon de man lopen horen gisteren.,"[""de man"", ""de marathon"", ""horen"", ""lopen""]",,
2np_t3_034_A,3,2,A,perception,horen,de directeur,de man,animate,volgen,verb_order,false,De directeur heeft de man de les horen volgen gisteren.,De directeur heeft de man de les volgen horen gisteren.,"[""horen"", ""volgen""]",,
2np_t3_034_B,3,2,B,perception,horen,de directeur,de man,animate,volgen,selectional_restriction,false,De directeur heeft de man de les horen volgen gisteren.,De directeur heeft de les de man horen volgen gisteren.,"[""de man"", ""de les""]",,
2np_t3_034_C,3,2,C,perception,horen,de directeur,de man,animate,volgen,selectional_restriction,true,De directeur heeft de man de les horen volgen gisteren.,De directeur heeft de les de man volgen horen gisteren.,"[""de man"", ""de les"", ""horen"", ""volgen""]",,
2np_t3_035_A,3,2,A,perception,horen,de kinderen,de ouders,animate,rennen,verb_order,false,De kinderen hebben de ouders de marathon horen rennen vanavond.,De kinderen hebben de ouders de marathon rennen horen vanavond.,"[""horen"", ""rennen""]",,
2np_t3_035_B,3,2,B,perception,horen,de kinderen,de ouders,animate,rennen,selectional_restriction,false,De kinderen hebben de ouders de marathon horen rennen vanavond.,De kinderen hebben de marathon de ouders horen rennen vanavond.,"[""de ouders"", ""de marathon""]",,
2np_t3_035_C,3,2,C,perception,horen,de kinderen,de ouders,animate,rennen,selectional_restriction,true,De kinderen hebben de ouders de marathon horen rennen vanavond.,De kinderen hebben de marathon de ouders rennen horen vanavond.,"[""de ouders"", ""de marathon"", ""horen"", ""rennen""]",,
2np_t3_036_A,3,2,A,perception,horen,de ouders,de vrouw,animate,zingen,verb_order,false,De ouders hebben de vrouw het liedje horen zingen afgelopen jaar.,De ouders hebben de vrouw het liedje zingen horen afgelopen jaar.,"[""horen"", ""zingen""]",,
2np_t3_036_B,3,2,B,perception,horen,de ouders,de vrouw,animate,zingen,selectional_restriction,false,De ouders hebben de vrouw het liedje horen zingen afgelopen jaar.,De ouders hebben het liedje de vrouw horen zingen afgelopen jaar.,"[""de vrouw"", ""het liedje""]",,
2np_t3_036_C,3,2,C,perception,horen,de ouders,de vrouw,animate,zingen,selectional_restriction,true,De ouders hebben de vrouw het liedje horen zingen afgelopen jaar.,De ouders hebben het liedje de vrouw zingen horen afgelopen jaar.,"[""de vrouw"", ""het liedje"", ""horen"", ""zingen""]",,
2np_t3_037_A,3,2,A,causative,laten,de directeur,de leraren,animate,zingen,verb_order,false,De directeur heeft de leraren het liedje laten zingen afgelopen jaar.,De directeur heeft de leraren het liedje zingen laten afgelopen jaar.,"[""laten"", ""zingen""]",,
